0.0,2.38546843078881e-265,0.5293829270669175,0.0,0.0,0.09668062593326547,0.0,0.3739364469998184,1.4660344307635568e-142,2.592573059886746e-233
0.0,0.7187997616853364,0.0,0.0,0.0,0.0,0.007743151167651163,0.2734570871470105,0.0,5.976884205838074e-220
0.0,0.0,0.0,0.0,0.0,0.05513729235439691,0.0,0.22497315935975365,0.717475649528862,0.0024138987569871455
3.431835187602227e-242,0.3325692076555452,0.12822052144659452,1.208039098090137e-294,0.1970814835730159,0.2309933740635638,0.0,0.0,0.11113541326128062,0.0
0.0,0.28530854710296827,0.7083593043520743,0.0,0.0,1.4676062165595847e-274,0.0,0.0,0.006332148544957017,0.0
0.0,0.0,0.0,0.0,0.0,4.301394536050992e-143,0.0,0.0,1.479936212549717e-284,1.0
0.009035031656980943,1.2710305546017084e-36,2.775266983342061e-147,0.0,2.0784860707783925e-80,0.14426798231192467,2.063312906124148e-55,0.8044016987357102,0.042295287295384495,0.0
2.563402541722021e-149,0.14698732753125815,0.45478456509666054,0.0,9.193808347160349e-296,0.25228118165714253,0.0,0.0,0.1459469257149361,0.0
0.0,0.0,0.0,0.8312514474653683,0.0,0.14890451736921526,0.0,0.0,0.019844035165416416,0.0
0.7737553125337568,0.0,0.0,0.0,0.0,0.17931821492460892,0.0,0.0,0.046926472541633374,0.0
